case,point,mu1,mu2,n_primary,n_tot,requested_secondary_error_percent,actual_secondary_error_percent,reference_secondary_error_percent,ann_secondary_error_percent,state_error_percent_vs_hdm,state_error_percent_vs_linear_prom,primary_q_error_percent_vs_linear_prom,total_q_error_percent_vs_linear_prom,n_time_used,online_solve_elapsed_s,num_iterations,jac_time_s,res_time_s,ls_time_s,native_ann_reproduction_max_abs
case3,offgrid1,4.56,0.019,10,151,10.0,14.631763831324943,10.0,2.312066941732827,1.5398894828776342,1.5720907685166046,1.9494059598613722,3.6934363404099724,501,200.2037701671943,1729,123.26093578338623,2.6705105304718018,24.271509170532227,0.0
case3,offgrid1,4.56,0.019,10,151,15.0,21.61913070511509,15.0,2.312066941732827,2.2719084120295636,2.3248740537556105,2.8920810218813062,5.463144304605916,501,187.7115247324109,1654,116.18159341812134,2.545346736907959,19.95112109184265,0.0
case3,offgrid1,4.56,0.019,10,151,1.0,1.4656138890098174,1.0,2.312066941732827,0.4523701567247849,0.1573200694884422,0.19460508860325987,0.36962715884495645,501,233.82277854299173,1962,146.14357948303223,3.1914446353912354,30.698582887649536,0.0
case3,offgrid1,4.56,0.019,10,151,20.0,28.300186620129537,20.0,2.312066941732827,2.9845886414961726,3.046538840510886,3.8044823352206465,7.160871231952195,501,183.93842040980235,1600,110.94033145904541,2.416558027267456,22.032926559448242,0.0
case3,offgrid1,4.56,0.019,10,151,2.312066941733,3.3948062882586645,2.3120669417329998,2.312066941732827,0.5209785954718729,0.36442530955610086,0.4507938967808855,0.8561834067815678,501,224.7347172088921,1926,141.42065286636353,3.147273302078247,25.440054416656494,0.0
case3,offgrid1,4.56,0.019,10,151,30.0,41.04936030386997,30.0,2.312066941732827,4.362866781239185,4.430869275202622,5.582401395358217,10.419380547374647,501,171.23004127200693,1527,103.33426475524902,2.278867483139038,17.90070080757141,0.0
case3,offgrid1,4.56,0.019,10,151,3.0,4.4092918126384175,2.9999999999999996,2.312066941732827,0.5839147017184891,0.4733546580410245,0.5855781102204343,1.1120764577955553,501,224.7262150729075,1893,138.51184678077698,3.042076349258423,29.59429097175598,0.0
case3,offgrid1,4.56,0.019,10,151,50.0,66.31998716930269,49.99999999999999,2.312066941732827,7.1698976452643,7.233405432889153,9.353238944735514,17.006675296237482,501,174.11686899978667,1503,100.38984322547913,2.21043062210083,20.7468683719635,0.0
case3,offgrid1,4.56,0.019,10,151,5.0,7.3586634424612845,5.0,2.312066941732827,0.8234652770444695,0.7901193909312105,0.9777672546208257,1.8561926927112467,501,205.79766820790246,1808,129.73119592666626,2.8914551734924316,22.41117000579834,0.0
case3,offgrid2,5.19,0.026,10,151,0.0,0.006592379802963041,0.0,3.609368683601027,0.471674103495026,0.0006563416959628543,0.0007367010481210395,0.0015381378050901054,501,226.99314834503457,1939,143.60752272605896,3.165292739868164,27.857360363006592,0.0
case3,offgrid2,5.19,0.026,10,151,10.0,9.747553901894529,10.0,3.609368683601027,1.0392242816355328,0.9349210070895734,0.884783839735016,2.1876690445451423,501,212.29275206895545,1821,131.41842603683472,2.907541036605835,25.133383750915527,0.0
case3,offgrid2,5.19,0.026,10,151,15.0,14.612023304814791,15.000000000000005,3.609368683601027,1.4711360796507158,1.4043101676342717,1.3421665979803366,3.2855779993979364,501,201.9893371667713,1755,125.09317088127136,2.7667858600616455,22.109456300735474,0.0
case3,offgrid2,5.19,0.026,10,151,1.0,0.971475948943034,1.0,3.609368683601027,0.47982810084628047,0.09307838631885022,0.08781551228683195,0.21788971156333506,501,229.81232552602887,1933,142.3902633190155,3.130251169204712,30.578497886657715,0.0
case3,offgrid2,5.19,0.026,10,151,20.0,19.48849907207934,20.000000000000004,3.609368683601027,1.9264158451304407,1.880030451081318,1.8296029577366972,4.397674047603298,501,199.15213543223217,1698,120.09739565849304,2.621244192123413,23.831506490707397,0.0
case3,offgrid2,5.19,0.026,10,151,30.0,29.284014099556327,30.00000000000001,3.609368683601027,2.893906617199475,2.8688144689237496,2.980882531935322,6.70356518072215,501,185.96936936536804,1612,111.29421520233154,2.4499783515930176,21.103028059005737,0.0
case3,offgrid2,5.19,0.026,10,151,3.0,2.9192566635926855,3.0,3.609368683601027,0.5454643779934591,0.27974295776483343,0.2639480854842652,0.6547772839094766,501,223.02016853401437,1921,140.79000091552734,3.133702516555786,24.495127201080322,0.0
case3,offgrid2,5.19,0.026,10,151,3.609368683601,3.5134333193246476,3.609368683601027,3.609368683601027,0.5760227353188628,0.3366868776075744,0.31764123159345053,0.7880370708049431,501,223.9098425838165,1914,140.5905041694641,3.1156492233276367,25.065680265426636,0.0
case3,offgrid2,5.19,0.026,10,151,50.0,48.60757084396319,50.0,3.609368683601027,4.876671732984306,4.86593916671655,5.454376036472993,11.35146341980359,501,173.82650679396465,1515,100.97919273376465,2.1894538402557373,20.891231536865234,0.0
case3,offgrid2,5.19,0.026,10,151,5.0,4.870286548861948,5.0,3.609368683601027,0.6589121258733514,0.46674782397868253,0.4403302740590221,1.092376586890581,501,223.66815235000104,1898,139.03215050697327,3.0840628147125244,24.769174337387085,0.0
case3,verification,4.875,0.0225,10,151,0.0,0.005424945870826495,0.0,0.393368341480441,0.41298528495649295,0.0005492127115605337,0.0006503171349879864,0.0013145032377437841,501,227.76853620819747,1952,145.3808560371399,3.253424644470215,25.647290468215942,0.0
case3,verification,4.875,0.0225,10,151,0.39336834148,0.6913155845749359,0.39336834148,0.393368341480441,0.4052166374612114,0.06862835460056044,0.0756023039585366,0.1641939752175882,501,233.0502302357927,1948,147.0848114490509,3.248307228088379,27.28304409980774,0.0
case3,verification,4.875,0.0225,10,151,10.0,19.264946237772776,10.0,0.393368341480441,1.85862533512901,1.898634707280548,2.0427184054779004,4.547765207074649,501,172.9085098397918,1501,100.75024819374084,2.169085741043091,20.16938352584839,0.0
case3,verification,4.875,0.0225,10,151,15.0,26.196380720424532,15.0,0.393368341480441,2.5156955114512765,2.5654864915991773,2.69978916592764,6.150997760823226,501,173.6278168382123,1502,101.64419317245483,2.1905877590179443,20.389143228530884,0.0
case3,verification,4.875,0.0225,10,151,1.0,1.786181074197673,1.0,0.393368341480441,0.4160274019923457,0.17742348783971337,0.19578678440798125,0.42443289509721327,501,225.79524768376723,1939,143.99445605278015,3.2030158042907715,25.146514177322388,0.0
case3,verification,4.875,0.0225,10,151,20.0,32.289162685783154,20.0,0.393368341480441,3.102363023599494,3.156372292219912,3.30429688882389,7.571817836151477,501,169.15202707611024,1502,102.70547318458557,2.2073423862457275,16.990801095962524,0.0
case3,verification,4.875,0.0225,10,151,30.0,43.97369958590019,30.0,0.393368341480441,4.264996242574746,4.322486645259053,4.650666205088997,10.375479348372343,501,166.56332342606038,1503,101.10279154777527,2.21305775642395,17.373648166656494,0.0
case3,verification,4.875,0.0225,10,151,3.0,5.630060913679092,3.0,0.393368341480441,0.624630855090971,0.5594063554181932,0.617525360530595,1.337994572259692,501,203.7286054850556,1771,127.78238272666931,2.795259952545166,22.556896924972534,0.0
case3,verification,4.875,0.0225,10,151,50.0,101.50832309909286,50.0,0.393368341480441,10.688952796699253,10.746547185280834,14.056396250294457,25.53935920926076,501,175.64360327087343,1530,104.24022006988525,2.2672853469848633,19.294362545013428,0.0
case3,verification,4.875,0.0225,10,151,5.0,9.75059231874099,5.0,0.393368341480441,0.9714445862425776,0.9679253564820203,1.0654047230675932,2.315453059444796,501,183.22188447602093,1589,110.9039580821991,2.4097135066986084,20.77115297317505,0.0
